Procedure date,Patient...2,MRN,Weight (kg),D.O.B.,Age (days),Age (months) - days/30,Species,"Procedure  type (BPV, PDA PMI, PV Stent)",Procedure time (min),RADPAD Drape Used? Y/N,Total fluoro time (sec),Total fluoro time (min),ID,Occupation,Dose
2022-04-22T00:00:00Z,Bandit,472757,35.9,2017-12-20T00:00:00Z,1584,52.8,Canine,PMI,72,N,291,4.85,35,Tech 1,0
2022-04-22T00:00:00Z,Bandit,472757,35.9,2017-12-20T00:00:00Z,1584,52.8,Canine,PMI,72,N,291,4.85,35,Resident 1,17
2022-04-22T00:00:00Z,Bandit,472757,35.9,2017-12-20T00:00:00Z,1584,52.8,Canine,PMI,72,N,291,4.85,35,Anesthesia,0.33
2022-04-27T00:00:00Z,Paislee Mae,271742,2.15,2021-12-29T00:00:00Z,119,3.966666667,Canine,BPV,78,N,563,9.383333333,36,Faculty,3.61
2022-04-27T00:00:00Z,Paislee Mae,271742,2.15,2021-12-29T00:00:00Z,119,3.966666667,Canine,BPV,78,N,563,9.383333333,36,Tech 1,0
2022-04-27T00:00:00Z,Paislee Mae,271742,2.15,2021-12-29T00:00:00Z,119,3.966666667,Canine,BPV,78,N,563,9.383333333,36,Resident 1,6.91
2022-04-27T00:00:00Z,Paislee Mae,271742,2.15,2021-12-29T00:00:00Z,119,3.966666667,Canine,BPV,78,N,563,9.383333333,36,Resident 2,0.02
2022-04-27T00:00:00Z,Paislee Mae,271742,2.15,2021-12-29T00:00:00Z,119,3.966666667,Canine,BPV,78,N,563,9.383333333,36,Anesthesia,0.59
2022-05-04T00:00:00Z,Ella,272000,2.39,2022-01-05T00:00:00Z,119,3.966666667,Canine,PDA,115,N,414,6.9,37,Faculty,0.69
2022-05-04T00:00:00Z,Ella,272000,2.39,2022-01-05T00:00:00Z,119,3.966666667,Canine,PDA,115,N,414,6.9,37,Tech 1,0.15
2022-05-04T00:00:00Z,Ella,272000,2.39,2022-01-05T00:00:00Z,119,3.966666667,Canine,PDA,115,N,414,6.9,37,Resident 1,10.57
2022-05-04T00:00:00Z,Ella,272000,2.39,2022-01-05T00:00:00Z,119,3.966666667,Canine,PDA,115,N,414,6.9,37,Resident 2,0.18
2022-05-04T00:00:00Z,Ella,272000,2.39,2022-01-05T00:00:00Z,119,3.966666667,Canine,PDA,115,N,414,6.9,37,Anesthesia,0.97
2022-05-06T00:00:00Z,Princess,473292,24.8,2011-05-04T00:00:00Z,4020,134,Canine,PMI,68,N,15,0.25,38,Faculty,2.33
2022-05-06T00:00:00Z,Princess,473292,24.8,2011-05-04T00:00:00Z,4020,134,Canine,PMI,68,N,15,0.25,38,Resident 1,13.98
2022-05-06T00:00:00Z,Princess,473292,24.8,2011-05-04T00:00:00Z,4020,134,Canine,PMI,68,N,15,0.25,38,Anesthesia,0.03
2022-05-25T00:00:00Z,Daisy Joy,267024,25,2018-03-12T00:00:00Z,1535,51.16666667,Canine,PDA,65,N,223,3.716666667,39,Faculty,1
2022-05-25T00:00:00Z,Daisy Joy,267024,25,2018-03-12T00:00:00Z,1535,51.16666667,Canine,PDA,65,N,223,3.716666667,39,Tech 1,0.06
2022-05-25T00:00:00Z,Daisy Joy,267024,25,2018-03-12T00:00:00Z,1535,51.16666667,Canine,PDA,65,N,223,3.716666667,39,Resident 1,15.46
2022-05-25T00:00:00Z,Daisy Joy,267024,25,2018-03-12T00:00:00Z,1535,51.16666667,Canine,PDA,65,N,223,3.716666667,39,Resident 2,6.2
2022-05-25T00:00:00Z,Daisy Joy,267024,25,2018-03-12T00:00:00Z,1535,51.16666667,Canine,PDA,65,N,223,3.716666667,39,TEE,2.46
2022-05-25T00:00:00Z,Daisy Joy,267024,25,2018-03-12T00:00:00Z,1535,51.16666667,Canine,PDA,65,N,223,3.716666667,39,Anesthesia,20.04
2022-06-15T00:00:00Z,Snowball,472796,11.2,2018-04-21T00:00:00Z,1516,50.53333333,Canine,BPV,126,N,522,8.7,40,Faculty,0.08
2022-06-15T00:00:00Z,Snowball,472796,11.2,2018-04-21T00:00:00Z,1516,50.53333333,Canine,BPV,126,N,522,8.7,40,Tech 1,0.07
2022-06-15T00:00:00Z,Snowball,472796,11.2,2018-04-21T00:00:00Z,1516,50.53333333,Canine,BPV,126,N,522,8.7,40,Resident 1,4.81
2022-06-15T00:00:00Z,Snowball,472796,11.2,2018-04-21T00:00:00Z,1516,50.53333333,Canine,BPV,126,N,522,8.7,40,Resident 2,43.29
2022-06-15T00:00:00Z,Snowball,472796,11.2,2018-04-21T00:00:00Z,1516,50.53333333,Canine,BPV,126,N,522,8.7,40,TEE,0.18
2022-06-15T00:00:00Z,Snowball,472796,11.2,2018-04-21T00:00:00Z,1516,50.53333333,Canine,BPV,126,N,522,8.7,40,Anesthesia,40.73
2022-06-24T00:00:00Z,Cleopatra Rose,258677,6.4,2012-04-20T00:00:00Z,3717,123.9,Canine,PMI,150,N,277,4.616666667,41,Faculty,3.66
2022-06-24T00:00:00Z,Cleopatra Rose,258677,6.4,2012-04-20T00:00:00Z,3717,123.9,Canine,PMI,150,N,277,4.616666667,41,Resident 1,30.16
2022-06-24T00:00:00Z,Cleopatra Rose,258677,6.4,2012-04-20T00:00:00Z,3717,123.9,Canine,PMI,150,N,277,4.616666667,41,Anesthesia,2.08
2022-06-28T00:00:00Z,Tillie,267911,15,2021-06-22T00:00:00Z,371,12.36666667,Canine,PV stent,130,N,509,8.483333333,42,Faculty,4.64
2022-06-28T00:00:00Z,Tillie,267911,15,2021-06-22T00:00:00Z,371,12.36666667,Canine,PV stent,130,N,509,8.483333333,42,Resident 1,114.04
2022-06-28T00:00:00Z,Tillie,267911,15,2021-06-22T00:00:00Z,371,12.36666667,Canine,PV stent,130,N,509,8.483333333,42,Resident 2,7.14
2022-06-28T00:00:00Z,Tillie,267911,15,2021-06-22T00:00:00Z,371,12.36666667,Canine,PV stent,130,N,509,8.483333333,42,TEE,0.54
2022-06-28T00:00:00Z,Tillie,267911,15,2021-06-22T00:00:00Z,371,12.36666667,Canine,PV stent,130,N,509,8.483333333,42,Anesthesia,8.14
2022-06-29T00:00:00Z,Benelli,474783,24.2,2021-11-24T00:00:00Z,217,7.233333333,Canine,BPV,59,N,783,13.05,43,Faculty,1.25
2022-06-29T00:00:00Z,Benelli,474783,24.2,2021-11-24T00:00:00Z,217,7.233333333,Canine,BPV,59,N,783,13.05,43,Tech 1,0.03
2022-06-29T00:00:00Z,Benelli,474783,24.2,2021-11-24T00:00:00Z,217,7.233333333,Canine,BPV,59,N,783,13.05,43,Resident 1,32.08
2022-06-29T00:00:00Z,Benelli,474783,24.2,2021-11-24T00:00:00Z,217,7.233333333,Canine,BPV,59,N,783,13.05,43,Resident 2,8.27
2022-06-29T00:00:00Z,Benelli,474783,24.2,2021-11-24T00:00:00Z,217,7.233333333,Canine,BPV,59,N,783,13.05,43,Anesthesia,11.64
2022-07-06T00:00:00Z,Gotti,474406,14.1,2022-02-22T00:00:00Z,134,4.466666667,Canine,BPV,105,N,1590,26.5,44,Faculty,16.18
2022-07-06T00:00:00Z,Gotti,474406,14.1,2022-02-22T00:00:00Z,134,4.466666667,Canine,BPV,105,N,1590,26.5,44,Tech 1,0.05
2022-07-06T00:00:00Z,Gotti,474406,14.1,2022-02-22T00:00:00Z,134,4.466666667,Canine,BPV,105,N,1590,26.5,44,Resident 1,143.51
2022-07-06T00:00:00Z,Gotti,474406,14.1,2022-02-22T00:00:00Z,134,4.466666667,Canine,BPV,105,N,1590,26.5,44,Resident 2,4.1
2022-07-06T00:00:00Z,Gotti,474406,14.1,2022-02-22T00:00:00Z,134,4.466666667,Canine,BPV,105,N,1590,26.5,44,Anesthesia,19.15
2022-07-07T00:00:00Z,Arthur,474405,20,2021-04-05T00:00:00Z,458,15.26666667,Canine,BPV,55,N,537,8.95,45,Faculty,2.53
2022-07-07T00:00:00Z,Arthur,474405,20,2021-04-05T00:00:00Z,458,15.26666667,Canine,BPV,55,N,537,8.95,45,Tech 1,0.03
2022-07-07T00:00:00Z,Arthur,474405,20,2021-04-05T00:00:00Z,458,15.26666667,Canine,BPV,55,N,537,8.95,45,Resident 1,19.51
2022-07-07T00:00:00Z,Arthur,474405,20,2021-04-05T00:00:00Z,458,15.26666667,Canine,BPV,55,N,537,8.95,45,Resident 2,7.22
2022-07-07T00:00:00Z,Arthur,474405,20,2021-04-05T00:00:00Z,458,15.26666667,Canine,BPV,55,N,537,8.95,45,Anesthesia,2.23
2022-07-13T00:00:00Z,Brice,474688,8.2,2021-11-15T00:00:00Z,240,8,Canine,BPV,60,N,499,8.316666667,46,Faculty,1.02
2022-07-13T00:00:00Z,Brice,474688,8.2,2021-11-15T00:00:00Z,240,8,Canine,BPV,60,N,499,8.316666667,46,Tech 1,1.4
2022-07-13T00:00:00Z,Brice,474688,8.2,2021-11-15T00:00:00Z,240,8,Canine,BPV,60,N,499,8.316666667,46,Resident 1,8.91
2022-07-13T00:00:00Z,Brice,474688,8.2,2021-11-15T00:00:00Z,240,8,Canine,BPV,60,N,499,8.316666667,46,Resident 2,0.3
2022-07-13T00:00:00Z,Brice,474688,8.2,2021-11-15T00:00:00Z,240,8,Canine,BPV,60,N,499,8.316666667,46,Anesthesia,3.64
2022-07-20T00:00:00Z,Bella,265219,3.5,2021-07-26T00:00:00Z,359,11.96666667,Canine,BPV,105,N,1518,25.3,47,Faculty,14.16
2022-07-20T00:00:00Z,Bella,265219,3.5,2021-07-26T00:00:00Z,359,11.96666667,Canine,BPV,105,N,1518,25.3,47,Tech 1,0.03
2022-07-20T00:00:00Z,Bella,265219,3.5,2021-07-26T00:00:00Z,359,11.96666667,Canine,BPV,105,N,1518,25.3,47,Resident 1,14.08
2022-07-20T00:00:00Z,Bella,265219,3.5,2021-07-26T00:00:00Z,359,11.96666667,Canine,BPV,105,N,1518,25.3,47,Resident 2,0.51
2022-07-20T00:00:00Z,Bella,265219,3.5,2021-07-26T00:00:00Z,359,11.96666667,Canine,BPV,105,N,1518,25.3,47,Anesthesia,2.63
2022-07-20T00:00:00Z,Charlie,475018,16.4,2022-01-27T00:00:00Z,174,5.8,Canine,BPV,40,N,307,5.116666667,48,Faculty,0.23
2022-07-20T00:00:00Z,Charlie,475018,16.4,2022-01-27T00:00:00Z,174,5.8,Canine,BPV,40,N,307,5.116666667,48,Resident 1,3.94
2022-07-20T00:00:00Z,Charlie,475018,16.4,2022-01-27T00:00:00Z,174,5.8,Canine,BPV,40,N,307,5.116666667,48,Resident 2,0.72
2022-07-20T00:00:00Z,Charlie,475018,16.4,2022-01-27T00:00:00Z,174,5.8,Canine,BPV,40,N,307,5.116666667,48,Anesthesia,4.48
2022-07-26T00:00:00Z,Fred,253645,49.6,2013-01-01T00:00:00Z,3493,116.4333333,Canine,PMI,90,N,581,9.683333333,49,Faculty,44.42
2022-07-26T00:00:00Z,Fred,253645,49.6,2013-01-01T00:00:00Z,3493,116.4333333,Canine,PMI,90,N,581,9.683333333,49,Tech 1,0.56
2022-07-26T00:00:00Z,Fred,253645,49.6,2013-01-01T00:00:00Z,3493,116.4333333,Canine,PMI,90,N,581,9.683333333,49,Resident 1,52.81
2022-07-26T00:00:00Z,Fred,253645,49.6,2013-01-01T00:00:00Z,3493,116.4333333,Canine,PMI,90,N,581,9.683333333,49,Resident 2,1.72
2022-07-26T00:00:00Z,Fred,253645,49.6,2013-01-01T00:00:00Z,3493,116.4333333,Canine,PMI,90,N,581,9.683333333,49,TEE,6.32
2022-07-26T00:00:00Z,Fred,253645,49.6,2013-01-01T00:00:00Z,3493,116.4333333,Canine,PMI,90,N,581,9.683333333,49,Anesthesia,9.22
2022-07-27T00:00:00Z,Karma,474297,38.3,2021-08-26T00:00:00Z,335,11.16666667,Canine,BPV,86,N,828,13.8,50,Faculty,0.02
2022-07-27T00:00:00Z,Karma,474297,38.3,2021-08-26T00:00:00Z,335,11.16666667,Canine,BPV,86,N,828,13.8,50,Tech 1,0.05
2022-07-27T00:00:00Z,Karma,474297,38.3,2021-08-26T00:00:00Z,335,11.16666667,Canine,BPV,86,N,828,13.8,50,Resident 1,42.98
2022-07-27T00:00:00Z,Karma,474297,38.3,2021-08-26T00:00:00Z,335,11.16666667,Canine,BPV,86,N,828,13.8,50,Resident 2,1.94
2022-07-27T00:00:00Z,Karma,474297,38.3,2021-08-26T00:00:00Z,335,11.16666667,Canine,BPV,86,N,828,13.8,50,Anesthesia,41.6
2022-07-27T00:00:00Z,Ruby,475256,21.5,2021-12-20T00:00:00Z,219,7.3,Canine,BPV,45,N,633,10.55,51,Faculty,0.03
2022-07-27T00:00:00Z,Ruby,475256,21.5,2021-12-20T00:00:00Z,219,7.3,Canine,BPV,45,N,633,10.55,51,Tech 1,0.01
2022-07-27T00:00:00Z,Ruby,475256,21.5,2021-12-20T00:00:00Z,219,7.3,Canine,BPV,45,N,633,10.55,51,Resident 1,30.29
2022-07-27T00:00:00Z,Ruby,475256,21.5,2021-12-20T00:00:00Z,219,7.3,Canine,BPV,45,N,633,10.55,51,Resident 2,0.97
2022-07-27T00:00:00Z,Ruby,475256,21.5,2021-12-20T00:00:00Z,219,7.3,Canine,BPV,45,N,633,10.55,51,Anesthesia,6.37
2022-08-03T00:00:00Z,Daisy,476580,16,2022-01-22T00:00:00Z,193,6.433333333,Canine,PDA,120,N,171,2.85,52,Faculty,0.15
2022-08-03T00:00:00Z,Daisy,476580,16,2022-01-22T00:00:00Z,193,6.433333333,Canine,PDA,120,N,171,2.85,52,Tech 1,0.03
2022-08-03T00:00:00Z,Daisy,476580,16,2022-01-22T00:00:00Z,193,6.433333333,Canine,PDA,120,N,171,2.85,52,Resident 1,2.61
2022-08-03T00:00:00Z,Daisy,476580,16,2022-01-22T00:00:00Z,193,6.433333333,Canine,PDA,120,N,171,2.85,52,Resident 2,0.13
2022-08-03T00:00:00Z,Daisy,476580,16,2022-01-22T00:00:00Z,193,6.433333333,Canine,PDA,120,N,171,2.85,52,TEE,1.43
2022-08-03T00:00:00Z,Daisy,476580,16,2022-01-22T00:00:00Z,193,6.433333333,Canine,PDA,120,N,171,2.85,52,Anesthesia,4.89
2022-08-04T00:00:00Z,Luna,476648,12.6,2022-01-29T00:00:00Z,187,6.233333333,Canine,PDA,56,N,207,3.45,53,Faculty,0.08
2022-08-04T00:00:00Z,Luna,476648,12.6,2022-01-29T00:00:00Z,187,6.233333333,Canine,PDA,56,N,207,3.45,53,Tech 1,0.02
2022-08-04T00:00:00Z,Luna,476648,12.6,2022-01-29T00:00:00Z,187,6.233333333,Canine,PDA,56,N,207,3.45,53,Resident 1,17.3
2022-08-04T00:00:00Z,Luna,476648,12.6,2022-01-29T00:00:00Z,187,6.233333333,Canine,PDA,56,N,207,3.45,53,Resident 2,1.59
2022-08-04T00:00:00Z,Luna,476648,12.6,2022-01-29T00:00:00Z,187,6.233333333,Canine,PDA,56,N,207,3.45,53,TEE,3.82
2022-08-04T00:00:00Z,Luna,476648,12.6,2022-01-29T00:00:00Z,187,6.233333333,Canine,PDA,56,N,207,3.45,53,Anesthesia,8.4
2022-08-10T00:00:00Z,Owl,476079,3.21,2022-02-01T00:00:00Z,190,6.333333333,Canine,BPV,65,N,468,7.8,54,Faculty,0.36
2022-08-10T00:00:00Z,Owl,476079,3.21,2022-02-01T00:00:00Z,190,6.333333333,Canine,BPV,65,N,468,7.8,54,Tech 1,0.08
2022-08-10T00:00:00Z,Owl,476079,3.21,2022-02-01T00:00:00Z,190,6.333333333,Canine,BPV,65,N,468,7.8,54,Resident 1,7.22
2022-08-10T00:00:00Z,Owl,476079,3.21,2022-02-01T00:00:00Z,190,6.333333333,Canine,BPV,65,N,468,7.8,54,Resident 2,2.69
2022-08-10T00:00:00Z,Owl,476079,3.21,2022-02-01T00:00:00Z,190,6.333333333,Canine,BPV,65,N,468,7.8,54,Anesthesia,0.74
2022-08-10T00:00:00Z,Nikki,475470,24.2,2020-12-27T00:00:00Z,591,19.7,Canine,BPV,45,N,454,7.566666667,55,Faculty,0.08
2022-08-10T00:00:00Z,Nikki,475470,24.2,2020-12-27T00:00:00Z,591,19.7,Canine,BPV,45,N,454,7.566666667,55,Tech 1,0.02
2022-08-10T00:00:00Z,Nikki,475470,24.2,2020-12-27T00:00:00Z,591,19.7,Canine,BPV,45,N,454,7.566666667,55,Resident 1,2.28
2022-08-10T00:00:00Z,Nikki,475470,24.2,2020-12-27T00:00:00Z,591,19.7,Canine,BPV,45,N,454,7.566666667,55,Resident 2,0
2022-08-10T00:00:00Z,Nikki,475470,24.2,2020-12-27T00:00:00Z,591,19.7,Canine,BPV,45,N,454,7.566666667,55,Anesthesia,3.71
2022-08-17T00:00:00Z,Felix,476035,5.56,2022-04-09T00:00:00Z,130,4.333333333,Canine,BPV,72,N,726,12.1,56,Faculty,1.54
2022-08-17T00:00:00Z,Felix,476035,5.56,2022-04-09T00:00:00Z,130,4.333333333,Canine,BPV,72,N,726,12.1,56,Tech 1,0.1
2022-08-17T00:00:00Z,Felix,476035,5.56,2022-04-09T00:00:00Z,130,4.333333333,Canine,BPV,72,N,726,12.1,56,Resident 1,7.32
2022-08-17T00:00:00Z,Felix,476035,5.56,2022-04-09T00:00:00Z,130,4.333333333,Canine,BPV,72,N,726,12.1,56,Resident 2,0.02
2022-08-17T00:00:00Z,Felix,476035,5.56,2022-04-09T00:00:00Z,130,4.333333333,Canine,BPV,72,N,726,12.1,56,Anesthesia,8.4
2022-08-18T00:00:00Z,Riley,477360,30.4,2016-02-14T00:00:00Z,2377,79.23333333,Canine,PMI,85,N,298,4.966666667,57,Faculty,0.28
2022-08-18T00:00:00Z,Riley,477360,30.4,2016-02-14T00:00:00Z,2377,79.23333333,Canine,PMI,85,N,298,4.966666667,57,Resident 1,23.63
2022-08-18T00:00:00Z,Riley,477360,30.4,2016-02-14T00:00:00Z,2377,79.23333333,Canine,PMI,85,N,298,4.966666667,57,Resident 2,3.05
2022-08-18T00:00:00Z,Riley,477360,30.4,2016-02-14T00:00:00Z,2377,79.23333333,Canine,PMI,85,N,298,4.966666667,57,TEE,1.33
2022-08-24T00:00:00Z,Sushi,476615,6.5,2021-09-01T00:00:00Z,357,11.9,Canine,BPV,59,N,784,13.06666667,58,Faculty,3.35
2022-08-24T00:00:00Z,Sushi,476615,6.5,2021-09-01T00:00:00Z,357,11.9,Canine,BPV,59,N,784,13.06666667,58,Tech 1,0.01
2022-08-24T00:00:00Z,Sushi,476615,6.5,2021-09-01T00:00:00Z,357,11.9,Canine,BPV,59,N,784,13.06666667,58,Resident 1,15.39
2022-08-24T00:00:00Z,Sushi,476615,6.5,2021-09-01T00:00:00Z,357,11.9,Canine,BPV,59,N,784,13.06666667,58,Resident 2,1.13
2022-08-24T00:00:00Z,Sushi,476615,6.5,2021-09-01T00:00:00Z,357,11.9,Canine,BPV,59,N,784,13.06666667,58,Anesthesia,1.79
2022-08-26T00:00:00Z,Nani,477746,8.7,2009-07-15T00:00:00Z,4790,159.6666667,Canine,PMI,108,N,629,10.48333333,59,Tech 1,0.01
2022-08-26T00:00:00Z,Nani,477746,8.7,2009-07-15T00:00:00Z,4790,159.6666667,Canine,PMI,108,N,629,10.48333333,59,Resident 1,36.96
2022-08-26T00:00:00Z,Nani,477746,8.7,2009-07-15T00:00:00Z,4790,159.6666667,Canine,PMI,108,N,629,10.48333333,59,TEE,0.08
2022-08-26T00:00:00Z,Nani,477746,8.7,2009-07-15T00:00:00Z,4790,159.6666667,Canine,PMI,108,N,629,10.48333333,59,Anesthesia,3.48
2022-09-07T00:00:00Z,Nessa,478048,9.6,2022-04-29T00:00:00Z,131,4.366666667,Canine,PDA,115,N,391,6.516666667,60,Faculty,1.41
2022-09-07T00:00:00Z,Nessa,478048,9.6,2022-04-29T00:00:00Z,131,4.366666667,Canine,PDA,115,N,391,6.516666667,60,Tech 1,0.01
2022-09-07T00:00:00Z,Nessa,478048,9.6,2022-04-29T00:00:00Z,131,4.366666667,Canine,PDA,115,N,391,6.516666667,60,Resident 1,7.37
2022-09-07T00:00:00Z,Nessa,478048,9.6,2022-04-29T00:00:00Z,131,4.366666667,Canine,PDA,115,N,391,6.516666667,60,Resident 2,0.53
2022-09-07T00:00:00Z,Nessa,478048,9.6,2022-04-29T00:00:00Z,131,4.366666667,Canine,PDA,115,N,391,6.516666667,60,TEE,2.79
2022-09-07T00:00:00Z,Nessa,478048,9.6,2022-04-29T00:00:00Z,131,4.366666667,Canine,PDA,115,N,391,6.516666667,60,Anesthesia,5.33
2022-09-07T00:00:00Z,Gwen,475746,12.2,2021-11-05T00:00:00Z,306,10.2,Canine,PDA,108,N,451,7.516666667,61,Faculty,0.12
2022-09-07T00:00:00Z,Gwen,475746,12.2,2021-11-05T00:00:00Z,306,10.2,Canine,PDA,108,N,451,7.516666667,61,Resident 1,4.38
2022-09-07T00:00:00Z,Gwen,475746,12.2,2021-11-05T00:00:00Z,306,10.2,Canine,PDA,108,N,451,7.516666667,61,Resident 2,0.08
2022-09-07T00:00:00Z,Gwen,475746,12.2,2021-11-05T00:00:00Z,306,10.2,Canine,PDA,108,N,451,7.516666667,61,TEE,3.2
2022-09-07T00:00:00Z,Gwen,475746,12.2,2021-11-05T00:00:00Z,306,10.2,Canine,PDA,108,N,451,7.516666667,61,Anesthesia,13.44
2022-09-09T00:00:00Z,Chance,478280,22.6,2010-08-26T00:00:00Z,4397,146.5666667,Canine,PMI,120,N,225,3.75,62,Faculty,5.64
2022-09-09T00:00:00Z,Chance,478280,22.6,2010-08-26T00:00:00Z,4397,146.5666667,Canine,PMI,120,N,225,3.75,62,Tech 1,0.03
2022-09-09T00:00:00Z,Chance,478280,22.6,2010-08-26T00:00:00Z,4397,146.5666667,Canine,PMI,120,N,225,3.75,62,Resident 1,48.39
2022-09-09T00:00:00Z,Chance,478280,22.6,2010-08-26T00:00:00Z,4397,146.5666667,Canine,PMI,120,N,225,3.75,62,Anesthesia,8.37
2022-09-14T00:00:00Z,Bodie,475746,34,2019-07-21T00:00:00Z,1151,38.36666667,Canine,BPV,60,N,384,6.4,63,Faculty,3.35
2022-09-14T00:00:00Z,Bodie,475746,34,2019-07-21T00:00:00Z,1151,38.36666667,Canine,BPV,60,N,384,6.4,63,Tech 1,0.01
2022-09-14T00:00:00Z,Bodie,475746,34,2019-07-21T00:00:00Z,1151,38.36666667,Canine,BPV,60,N,384,6.4,63,Resident 1,37.45
2022-09-14T00:00:00Z,Bodie,475746,34,2019-07-21T00:00:00Z,1151,38.36666667,Canine,BPV,60,N,384,6.4,63,Resident 2,1.79
2022-09-14T00:00:00Z,Bodie,475746,34,2019-07-21T00:00:00Z,1151,38.36666667,Canine,BPV,60,N,384,6.4,63,Anesthesia,21.01
2022-09-14T00:00:00Z,Beka,477611,3.5,2022-05-22T00:00:00Z,115,3.833333333,Canine,PDA,60,N,199,3.316666667,64,Faculty,0.13
2022-09-14T00:00:00Z,Beka,477611,3.5,2022-05-22T00:00:00Z,115,3.833333333,Canine,PDA,60,N,199,3.316666667,64,Tech 1,0.01
2022-09-14T00:00:00Z,Beka,477611,3.5,2022-05-22T00:00:00Z,115,3.833333333,Canine,PDA,60,N,199,3.316666667,64,Resident 1,4.43
2022-09-14T00:00:00Z,Beka,477611,3.5,2022-05-22T00:00:00Z,115,3.833333333,Canine,PDA,60,N,199,3.316666667,64,Resident 2,0.16
2022-09-14T00:00:00Z,Beka,477611,3.5,2022-05-22T00:00:00Z,115,3.833333333,Canine,PDA,60,N,199,3.316666667,64,TEE,0.35
2022-09-14T00:00:00Z,Beka,477611,3.5,2022-05-22T00:00:00Z,115,3.833333333,Canine,PDA,60,N,199,3.316666667,64,Anesthesia,3.41
2022-09-28T00:00:00Z,Nila,478546,10.7,2021-09-14T00:00:00Z,379,12.63333333,Canine,BPV,73,N,987,16.45,65,Faculty,0.02
2022-09-28T00:00:00Z,Nila,478546,10.7,2021-09-14T00:00:00Z,379,12.63333333,Canine,BPV,73,N,987,16.45,65,Tech 1,0.02
2022-09-28T00:00:00Z,Nila,478546,10.7,2021-09-14T00:00:00Z,379,12.63333333,Canine,BPV,73,N,987,16.45,65,Resident 1,9.03
2022-09-28T00:00:00Z,Nila,478546,10.7,2021-09-14T00:00:00Z,379,12.63333333,Canine,BPV,73,N,987,16.45,65,Resident 2,0.64
2022-09-28T00:00:00Z,Nila,478546,10.7,2021-09-14T00:00:00Z,379,12.63333333,Canine,BPV,73,N,987,16.45,65,Anesthesia,44.11
2022-10-05T00:00:00Z,Coalie,478553,6.95,2022-07-29T00:00:00Z,68,2.266666667,Canine,PDA,75,N,176,2.933333333,66,Faculty,0.1
2022-10-05T00:00:00Z,Coalie,478553,6.95,2022-07-29T00:00:00Z,68,2.266666667,Canine,PDA,75,N,176,2.933333333,66,Tech 1,0.01
2022-10-05T00:00:00Z,Coalie,478553,6.95,2022-07-29T00:00:00Z,68,2.266666667,Canine,PDA,75,N,176,2.933333333,66,Resident 1,7
2022-10-05T00:00:00Z,Coalie,478553,6.95,2022-07-29T00:00:00Z,68,2.266666667,Canine,PDA,75,N,176,2.933333333,66,Resident 2,0.49
2022-10-05T00:00:00Z,Coalie,478553,6.95,2022-07-29T00:00:00Z,68,2.266666667,Canine,PDA,75,N,176,2.933333333,66,TEE,1.69
2022-10-05T00:00:00Z,Coalie,478553,6.95,2022-07-29T00:00:00Z,68,2.266666667,Canine,PDA,75,N,176,2.933333333,66,Anesthesia,1.02
2022-10-05T00:00:00Z,Shapiro,479070,25.7,2013-02-14T00:00:00Z,3520,117.3333333,Canine,PDA,75,N,166,2.766666667,67,Faculty,0.1
2022-10-05T00:00:00Z,Shapiro,479070,25.7,2013-02-14T00:00:00Z,3520,117.3333333,Canine,PDA,75,N,166,2.766666667,67,Tech 1,0.01
2022-10-05T00:00:00Z,Shapiro,479070,25.7,2013-02-14T00:00:00Z,3520,117.3333333,Canine,PDA,75,N,166,2.766666667,67,Resident 1,71
2022-10-05T00:00:00Z,Shapiro,479070,25.7,2013-02-14T00:00:00Z,3520,117.3333333,Canine,PDA,75,N,166,2.766666667,67,Resident 2,9.11
2022-10-05T00:00:00Z,Shapiro,479070,25.7,2013-02-14T00:00:00Z,3520,117.3333333,Canine,PDA,75,N,166,2.766666667,67,TEE,4.94
2022-10-05T00:00:00Z,Shapiro,479070,25.7,2013-02-14T00:00:00Z,3520,117.3333333,Canine,PDA,75,N,166,2.766666667,67,Anesthesia,2.69
2022-10-05T00:00:00Z,Margo,267046,9.2,2021-07-23T00:00:00Z,439,14.63333333,Canine,PV stent,95,N,1438,23.96666667,68,Faculty,1.46
2022-10-05T00:00:00Z,Margo,267046,9.2,2021-07-23T00:00:00Z,439,14.63333333,Canine,PV stent,95,N,1438,23.96666667,68,Tech 1,0.02
2022-10-05T00:00:00Z,Margo,267046,9.2,2021-07-23T00:00:00Z,439,14.63333333,Canine,PV stent,95,N,1438,23.96666667,68,Resident 1,92
2022-10-05T00:00:00Z,Margo,267046,9.2,2021-07-23T00:00:00Z,439,14.63333333,Canine,PV stent,95,N,1438,23.96666667,68,Resident 2,0.12
2022-10-05T00:00:00Z,Margo,267046,9.2,2021-07-23T00:00:00Z,439,14.63333333,Canine,PV stent,95,N,1438,23.96666667,68,TEE,2.15
2022-10-05T00:00:00Z,Margo,267046,9.2,2021-07-23T00:00:00Z,439,14.63333333,Canine,PV stent,95,N,1438,23.96666667,68,Anesthesia,23.27
2022-10-19T00:00:00Z,Kobi,474237,17.2,2022-03-23T00:00:00Z,210,7,Canine,BPV,108,N,704,11.73333333,69,Faculty,0.18
2022-10-19T00:00:00Z,Kobi,474237,17.2,2022-03-23T00:00:00Z,210,7,Canine,BPV,108,N,704,11.73333333,69,Tech 1,0.05
